id,old_sku,new_sku
19,"09MWFQG","M-KON-09MWFQG-15-32"
25,"09MWZPV","A-KON-09MWZPV-15-32"
26,"112321493","A-KON-112321493-15-32"
27,"WXTR006","A-TWX-WXTR006-5.5-B"
30,"Z5137","W-COR-Z5137-5.5-M"
31,"WXTR001","A-TWX-WXTR001-5.5-NA"
32,"WKL992","A-BHS-WKL992-6-B"
33,"L5812","W-GEN-L5812-6-M"
34,"E1538","W-COR-E1538-6-M"
35,"A4078","W-COR-A4078-6-NA"
36,"Z5098","A-COR-Z5098-6-M"
37,"14-021-0102-5078","W-KAR-14-11-NA"
38,"XT5151L","A-GEN-XT5151L-6-B"
39,"10044442","W-ARI-10044442-6-B"
40,"W5006","W-COR-W5006-6-NA"
41,"XT5150L","A-COR-XT5150L-6-B"
42,"09-021-8020-1723","W-KAR-09-6-NA"
43,"CA1620","W-BHS-CA1620-6-M"
44,"1003439","W-ARI-1003439-6-B"
45,"14-021-0005-1453-WH","W-KAR-14-6-NA"
46,"09-021-8022-1520","W-KAR-09-6-NA"
47,"DH5425","W-BHS-DH5425-6-M"
48,"SGK54L","A-BHS-SGK54L-6.5-B"
49,"14-021-0006-1543-WH","W-KAR-14-6.5-NA"
50,"DH5373","A-BHS-DH5373-7-M"
51,"09MWZBK","W-KON-09MWZBK-15-34"
52,"112367600","W-KON-112367600-32-34"
53,"1011MPFKP","W-KON-1011MPFKP-32-36"
54,"11-054-0214-0807-BU","W-RHE-11-14-R"
56,"BW4MD07188","W-WMA-BW4MD07188-32-34"
59,"10043144","W-ARI-10043144-32-L"
60,"H22-302988","W-WMA-H22-32-34"
61,"S23-303967","W-WMA-S23-32-34"
62,"CB72954071-IND","W-CRU-CB72954071-32/13-L"
63,"H24-309745","W-WMA-H24-32-36"
64,"1040806","W-ARI-1040806-32-L"
65,"10053533","W-ARI-10053533-32-L"
66,"10041115","W-ARI-10041115-32-L"
67,"10041063","W-ARI-10041063-32-X"
69,"10041063-S","W-ARI-10041063-32-S"
70,"MW4MD05313","W-WMA-MW4MD05313-32-32"
71,"112360597","W-KON-112360597-32-34"
73,"10053533-32R","W-ARI-10053533-32-R"
74,"BW6PD05304","W-WMA-BW6PD05304-32-32"
76,"112360597-32R","W-KON-112360597-32"
81,"BW6PD05304-3234","W-WMA-BW6PD05304-32-34"
82,"112367577","W-KON-112367577-32-32"
84,"112360597-3230","W-KON-112360597-32-30"
85,"112360638-3234","W-KON-112360638-32-34"
86,"BW6PD05304-3230","W-WMA-BW6PD05304-32-30"
89,"112367575","W-KON-112367575-32-34"
94,"112367600-33-34","W-KON-112367600-33-34"
95,"BW4MDO7188","W-WMA-BW4MDO7188-33-34"
96,"MJB1454071-IND","W-MIN-MJB1454071-IND-33/15-R"
97,"112360638","W-KON-112360638-33-32"
99,"112360638-33-30","W-KON-112360638-33-30"
100,"BW4MD05313","W-GEN-BW4MD05313-BLA-33-30"
101,"MWV1591001-CHR","A-MIN-MWV1591001-XS"
102,"32-9123P-6-57","A-GEN-32"
103,"32-9123P-14-66","A-JTI-32-BLU-66"
104,"USC1205","A-GEN-USC1205"
105,"60-3119-00","A-GEN-60"
107,"10061119","M-GEN-10061119-DBR-9-D"
108,"SFSKYL-75400774","A-GEN-SFSKYL-07 -7-1/2"
109,"SFSKYL-75400767","A-GEN-SFSKYL-BLA-6-7/8"
110,"DP69408-DA-SAD-","M-DPC-DP69408-SAD-18-D"
111,"DP69482","M-GEN-DP69482-TAN-17-EW"
117,"DH5427-BUTTERSCOTCH-14D","M-BHS-DH5427-NEU-14D"
118,"SE471-BARLEY-13EE","A-BHS-SE471-BAR-13-EE"
119,"DH5391-BROWN-13EE","M-BHS-DH5391-BRO-13-EE"
120,"6315-M-BLACK-065","A-SMB-6315-BLA-6"
121,"CA1620-7M","W-BHS-CA1620-COP-7-M"
122,"Q0199","W-COR-Q0199-TAU-7M"
123,"L5704-RED-6M","W-COR-L5704-RED-6M"
124,"SE4355-BROWN-6B","W-BHS-SE4355-BRU-6-B"
125,"A4252-SAND/PURPLE-10M","W-COR-A4252-SND-10M"
126,"DH5427-NEUTRALBUTTERSCOTCH-13D","M-BHS-DH5427-NEU-13-D"
127,"WK2110-TUMBLEDMAHOGANY-14D","A-BHS-WK2110-TUM-14-D"
128,"MHKBCW1-DISTRESSEDSADDLE-14M","M-TWX-MHKBCW1-DS-13-M"
129,"MRAL035-HONEYANDDENIM-12D","M-TWX-MRAL035-HON-12-D"
130,"MHY0035-CHOCOLATEANDKEYLIME-12D","M-TWX-MHY0035-CHO-12-D"
131,"DH5427-NEUTRALBUTTERSCOTCH-11.5EE","M-BHS-DH5427-NEU-11-1/2-2E"
132,"DH5427-NEUTRAL-HAZEL-11.5D","M-BHS-DH5427-NEU-11.5D"
133,"MHKBCW1-DISTRESSEDSADDLE-10.5W","A-TWX-MHKBCW1-DS-10.5-W"
134,"GB00623-11W","M-RBR-GB00623-11W"
135,"MLCSLW1-OILED-BROWN-/-RUST-11EE","A-GEN-MLCSLW1-OR-11-EE"
136,"MFSW001-OILEDSADDLE-11M","M-TWX-MFSW001-OIL-11-M"
137,"MHKB002-DISTRESSEDSADDLE-11M","M-TWX-MHKB002-DIS-11-M"
138,"GB00623-11M","M-RBR-GB00623-11M"
139,"MXLW001-DISTRESSED-SADDLE--COGNAC-11D","M-TWX-MXLW001-DIS-11-D"
140,"10002559-EARTH-/-BROWN-BOMBER-11D","M-ARI-10002559-EB-11.5-D"
144,"MABW001","M-TWX-MABW001-WAT-11.5-M"
148,"445","M-GEN-445-11.5-B"
155,"RNWBTHR0SR","W-WMA-RNWBTHR0SR-MED-32-34"
163,"MJ81454082-IND","W-MIN-MJ81454082-IND-31/11-S"
173,"-IND","W-CRU-IND-31/11-S"
188,"RRWD44HRV","W-WMA-RRWD44HRV-MED-28-30"
194,"RRWD4BRZTS6","W-WMA-RRWD4BRZTS6-MED-28-30"
199,"RRWD04BRZT6","A-WMA-RRWD04BRZT6-MED-29-32"
202,"JPORT","W-CTU-JPORT-29-L"
221,"112360639","W-KON-112360639-26-32"
243,"112360688","W-KON-112360688-29-34"
288,"112360614","W-KON-112360614-25-32"
293,"10WRQ20TB","W-KON-10WRQ20TB-13/14-x-30"
308,"10040503","W-ARI-10040503-32-R"
335,"RRWD4HROG4-RO-D","W-WMA-RRWD4HROG4-DAR-30-30"
338,"RRWD4HROG4-RO-D-29-36","W-WMA-RRWD4HROG4-DAR-29-36"
339,"RRWD4HROG4-RO-D-31-34","W-WMA-RRWD4HROG4-DAR-31-34"
340,"RRWD4HROG4-RO-D-28-32","W-WMA-RRWD4HROG4-DAR-28-32"
341,"RRWD4HROG4-RO-D-28-34","W-WMA-RRWD4HROG4-DAR-28-34"
342,"RRWD46HR-RO-DAR-26-30","W-WMA-RRWD46HR-DAR-26-30"
343,"RRWD4HR0G4-RO-D","W-WMA-RRWD4HR0G4-DAR-27-30"
344,"RRWD44HR-RO-DAR-26-34","W-WMA-RRWD44HR-DAR-26-34"
346,"RRWD4HROG4-RO-D-28-30","W-WMA-RRWD4HROG4-DAR-28-30"
347,"CB729540-CR-331-33/15-S","W-CRU-CB729540-33/15-S"
348,"CB729540-CR-331-33/15L","W-CRU-CB729540-33/15-L"
349,"CB729540-CR-321-32/13S","A-CRU-CB729540-32/13-S"
350,"CB729540-CR-341-34/17R","W-CRU-CB729540-34/17-R"
351,"CB729540-CR-309-30/9XL","W-CRU-CB729540-30/9-XL"
352,"CB729540-CR-311-31/11-S","W-CRU-CB729540-31/11-S"
353,"CB729540-CR-297-29/7S","W-CRU-CB729540-29/7-S"
354,"CB729540-CR-273-27/3XL","A-CRU-CB729540-27/3-XL"
355,"CB729540-CR-351-35/19L","W-CRU-CB729540-35/19-L"
356,"CB729540-CR-309-30/9S","W-CRU-CB729540-30/9-S"
357,"CB729540-CR-31X-31/11L","W-CRU-CB729540-31-x-11-Long"
358,"CB729540-CR-311-31/11R","W-CRU-CB729540-31/11-R"
359,"CB729540-CR-311-31/11-XL","W-CRU-CB729540-31/11-XL"
362,"CB729540-CR-273-27/3R","W-CRU-CB729540-27/3-R"
363,"CB729540-CR-285-28/5-R","W-CRU-CB729540-28/5-R"
364,"CB729540-CR-285-28/5-L","W-CRU-CB729540-28/5-L"
365,"CB729540-CR-285-28/5-S","W-CRU-CB729540-28/5-S"
366,"CB729540-CR-297-29/7-R","W-CRU-CB729540-29/7-R"
367,"CB729540-CR-341-34/17-L","W-CRU-CB729540-34/17-L"
368,"CB729540-CR-297-29/7-L","W-CRU-CB729540-29/7-L"
369,"10041063-AR-18WL","W-ARI-10041063-18-WL"
370,"10041063-AR-33L","A-ARI-10041063-33-L"
371,"10041063-AR-33XL","W-ARI-10041063-33-X"
372,"10041063-AR-33R","A-ARI-10041063-33-R"
373,"10041063-AR-22W","W-ARI-10041063-22-WL"
374,"10041063-AR-34L","W-ARI-10041063-34-L"
375,"10041063-AR-34S","W-ARI-10041063-34-S"
376,"10041063-AR-31R","W-ARI-10041063-31-R"
377,"10041063-AR-28L","W-ARI-10041063-28-L"
378,"10041063-AR-32R","W-ARI-10041063-32-R"
379,"10041063-AR-30L","W-ARI-10041063-30-L"
385,"10041063-AR-25X","W-ARI-10041063-25-X"
386,"10041063-AR-26R","W-ARI-10041063-26-R"
387,"10041063-AR-26S","W-ARI-10041063-26-S"
388,"10041063-AR-28X","W-ARI-10041063-28-x-L"
389,"10041063-AR-27X","W-ARI-10041063-27-X"
390,"10041063-AR-28S","W-ARI-10041063-28-S"
391,"10041063-AR-30X","W-ARI-10041063-30-X"
392,"10041063-AR-29S","W-ARI-10041063-29-S"
393,"10041063-AR-29X","W-ARI-10041063-29-X"
394,"10041063-AR-29R","W-ARI-10041063-29-R"
395,"10041063-AR-30S","W-ARI-10041063-30-S"
396,"10041063-AR-33S","W-ARI-10041063-33-S"
397,"10041063-AR-16WR","W-ARI-10041063-16WR"
398,"10041063-AR-24WR","W-ARI-10041063-24WR"
399,"10041063-AR-26WR","A-ARI-10041063-26-WR"
400,"10041063-AR-22WR","W-ARI-10041063-22WR"
401,"10041063-AR-20WR","W-ARI-10041063-20WR"
402,"10041063-AR-20WL","W-ARI-10041063-20-WL"
403,"10041063-AR-16WL","W-ARI-10041063-16WL"
404,"WRQ20WS-WR-5/6X36","W-KON-WRQ20WS-5/6-X-36"
405,"WRQ20WS-WR-WHT-","W-KON-WRQ20WS-WHI-7/8-x-36"
408,"WRQ20WS-WR-WHT-19/20X34","W-KON-WRQ20WS-WHI-19/20-x-34"
411,"WRQ20WS-WR-WHT-15/16X34","W-KON-WRQ20WS-WHI-15/16-x-34"
414,"WRQ20WS-WR-WHT-11/12-X-36","W-KON-WRQ20WS-WHI-11/12-x-36"
416,"WRQ20WS-WR-WHT-3/4-X-36","W-KON-WRQ20WS-WHI-3/4-X-36"
417,"WRQ20WS-WR-WHT-5/6-X-32","W-KON-WRQ20WS-WHI-5/6-x-32"
418,"WRQ20WS-WR-WHT-1/2-X-34","W-KON-WRQ20WS-WHI-1/2-x-34"
419,"WRQ20WS-WR-WHT-3/4-X-34","W-KON-WRQ20WS-WHI-3/4-x-34"
420,"WRQ20WS-WR-WHT-17/18-X-34","W-KON-WRQ20WS-WHI-17/18-x-34"
422,"WRQ20WS-WR-WHT-19/20-X-34","W-KON-WRQ20WS-WHI-19/20-x-34"
424,"WRQ20WS-WR-WHT-11/12-X-32","W-KON-WRQ20WS-WHI-11/12-x-32"
425,"WRQ20WS-WR-WHT-13/14-X-34","W-KON-WRQ20WS-WHI-13/14-x-34"
426,"112338903-WR-25X30","W-KON-112338903-25-30"
427,"WRQ20WS-WR-WHT-7/8-X-32","W-KON-WRQ20WS-WHI-7/8-x-32"
428,"WRQ20WS-WR-WHI-","W-KON-WRQ20WS-WHI-9/10-x-34"
429,"WRQ20WS-WR-WHT-9/10-X-36","W-KON-WRQ20WS-WHI-9/10-x-36"
430,"5970-LA-BLA-10M","W-DPC-5970-BLA-10-M"
431,"WXTR014-TW-HIC-10-B","W-TWX-WXTR014-HIC-10-B"
432,"B5007-CO-TAU-10","W-COR-B5007-TAU-10-NA"
433,"14-021-0007-1512-10","W-KAR-14-CC-10-NA"
434,"142-021-0007-0111-10","W-KAR-142-BG-10-NA"
435,"DH5374-AR-CHA-10M","W-ARI-DH5374-CHA-10-M"
436,"RP3311-JU-TAN-10B","W-BHS-RP3311-TAN-10-B"
437,"DH5392-H-BROWN-10M","W-BHS-DH5392-THO-10-M"
438,"A4199-CO-BLUE/SAND-10M","W-COR-A4199-LS-10-M"
439,"WXTR004-TW-ROA-10B","W-TWX-WXTR004-ROA-10-B"
440,"SA6208-TO-TAB-10B","W-BHS-SA6208-TAB-10-B"
441,"WXTR009-TW-DIS-10B","W-TWX-WXTR009-DIS-10-B"
442,"GB00558-GE-10M","W-RBR-GB00558-10-M"
443,"DH2411-H-YEL-1","W-BHS-DH2411-YEL-10-M"
444,"RPPS37-JU-KHA-10B","W-BHS-RPPS37-KHA-10-B"
445,"GY9985-JU-AGE-10B","W-BHS-GY9985-AGE-10-B"
446,"10033870-AR-BLA-17EE","M-ARI-10033870-BLA-17-EE"
447,"SV4991-JU-BRO-10B","W-BHS-SV4991-BRO-10-B"
448,"WXTR009-TW-DIS-6B","W-TWX-WXTR009-DIS-6-B"
449,"WTH0012-TW-BOM-6B","W-TWX-WTH0012-BOM-6-B"
450,"5970-LA-BLK-6M","W-DPC-5970-BLA-6-M"
451,"L6098-CO-SAN-6M","W-COR-L6098-SND-6M"
452,"14-021-0-TI-ROD-6","A-KAR-14-RR-6-NA"
453,"Z5219-CO-WHI-6M","W-COR-Z5219-WHI-6-M"
454,"Q5090-CO-BRO-6M","W-COR-Q5090-BRO-6-M"
455,"14-021-0-TI-BLO-6B","W-KAR-14-BLO-6B"
456,"10004729-AR-BLA-12B","W-ARI-10004729-BLA-12-B"
457,"Z5220-CO-SAN-6M","W-COR-Z5220-SND-6M"
458,"A4530-CO-BLA-12","W-COR-A4530-BLA-12-M"
459,"Z5219-CO-WHI-12","W-COR-Z5219-WHI-12-M"
460,"14-021-0-TI-PAI","W-KAR-14-PB-6-NA"
464,"09-021-7-RO-BLK-11B","W-KAR-09-021-7625-8633-BLA-11-B"
465,"L5906-CO-NAT-12M","W-COR-L5906-NAT-12M"
466,"14-021-0-TI-BAR","W-KAR-14-021-0007-0111-BG-11-NA"
467,"L6098-CO-SAN-11","W-COR-L6098-SND-11M"
468,"Z5220-CO-SAN-11","W-COR-Z5220-SND-11-M"
469,"A4205-CO-BRO-11","W-COR-A4205-BRO-11-M"
470,"GY9991-JU-BRO-11B","W-BHS-GY9991-BRO-11-B"
471,"09-021-0-RO-TAN-11","W-KAR-09-021-0904-3313-TAN-11-NA"
472,"GY9985-JU-AGE-11B","W-BHS-GY9985-AGE-11-B"
473,"A4199-CO-BLU-11M","W-COR-A4199-BLU-11M"
474,"Z5220-CO-SAN-12M","W-COR-Z5220-SND-12M"
475,"Z5219-CO-WHI-11M","W-COR-Z5219-WHI-11M"
476,"14-021-0-TI-WHT-11","W-KAR-14-021-0007-1513-WHI-11-NA"
477,"GB00558-GE-11M","W-RBR-GB00558-11-M"
478,"UN2340-JU-TAN-11B","W-BHS-UN2340-TAN-11-B"
479,"GY9536-JU-TAN-11B","W-BHS-GY9536-TAN-11-B"
480,"DH5386-H-11M","W-BHS-DH5386-11-M"
481,"DH5373-H-CHA-11M","W-BHS-DH5373-CHA-11-M"
482,"DH5392-H-THO-1","W-BHS-DH5392-THO-11M"
483,"WXBAW01-TW-BRO-11B","W-TWX-WXBAW01-BRO-11-B"
484,"GY9526-JU-SHE-11B","W-BHS-GY9526-SHE-11-B"
485,"RP3311-JU-TAN-11B","W-BHS-RP3311-TAN-11-B"
486,"10029548-AR-CHO-6B","W-ARI-10029548-CHO-6-B"
487,"09-021-0-RO-MON-6","W-KAR-09-021-0904-3313-TA-MON-6-NA"
488,"10029549-AR-BLK-6B","W-ARI-10029549-BLA-6B"
489,"SE2801-JU-SPI-6","W-BHS-SE2801-SPI-6-B"
490,"14-021-0-TI-CHE-6","W-KAR-14-021-0007-1512-CC-6-NA"
491,"14-021-0-TI-WIL","W-KAR-14-021-0007-1464-WIL-6-NA"
492,"A3326-CO-BRO-6M","W-COR-A3326-BRO-6-M"
493,"14-021-0-TI-MID-6","W-KAR-14-021-0102-5078-MB-6-NA"
494,"GY9536-JU-BRN-6B","W-BHS-GY9536-BRO-6-B"
495,"GY9991-JU-BRO-6","W-BHS-GY9991-BRO-6-B"
496,"L5906-CO-NAT-6M","W-COR-L5906-NAT-6M"
500,"DH7030-DO-BRN-6M","W-BHS-DH7030-BRO-6-M"
501,"DRD0447-DU-6M","W-RBR-DRD0447-6-M"
502,"DH5392-H-THO-6","W-BHS-DH5392-THO-6-M"
503,"DH5374-H-CHA-6","W-BHS-DH5374-CHA-6-M"
504,"WXTR013-TW-CHO-6B","W-TWX-WXTR013-CHO-6-B"
505,"DH5386-H-NEU-6M","W-BHS-DH5386-NEU-6-M"
506,"14-021-0-TI-FEA-5.5","W-KAR-14-021-0101-5003-FP-5.5-NA"
507,"WXTR013-TW-CHO-5.5B","W-TWX-WXTR013-CHO-5.5-B"
508,"WXTR004-TW-ROA-5.5B","W-TWX-WXTR004-ROA-5.5-B"
509,"WTH0012-TW-BOM-5.5B","W-TWX-WTH0012-BOM-5.5-B"
510,"09-021-0-RO-MON","W-KAR-09-021-0904-3313-MON-5.5-NA"
513,"09-021-0-RO-MON-5","W-KAR-09-021-0904-3313-MON-5-NA"
514,"L6090-CO-BLA-5.5M","W-COR-L6090-BLA-5.5-M"
515,"B5007-CO-TAU-5.5M","W-COR-B5007-TAU-5.5-NA"
516,"Z5220-CO-SAN-5.5M","W-COR-Z5220-SND-5.5-NA"
517,"WXTR009-TW-DIS-5.5B","A-TWX-WXTR009-DIS-5.5-B"
518,"RRMD0SR0MG-RO-D-31-30","M-WMA-RRMD0SR0MG-DAR-31-30"
519,"M1P1798-RO-DK-","M-WMA-M1P1798-DK -31-36"
520,"M1P2794-RO-DK-31-36","M-WMA-M1P2794-DK -31-36"
521,"VM0SD02585-RO-M","M-WMA-VM0SD02585-MED-32-30"
522,"HYMDTBRZRZ-RO-D-31-36","M-WMA-HYMDTBRZRZ-DAR-31-36"
523,"HYMDTBRZRZ-RO-D-32-36","M-WMA-HYMDTBRZRZ-DAR-32-36"
524,"HYMDTBRZRZ-RO-D-32-38","M-WMA-HYMDTBRZRZ-DAR-32-38"
525,"1077MWZWO-WR-31-36","M-KON-1077MWZWO-31-36"
526,"1001MCWAB-WR-32-33","M-KON-1001MCWAB-32-34"
527,"MB928340-CI-IND","M-MIN-MB92834013-IND-31-36"
529,"10027748-AR-SIL-32-32","M-ARI-10027748-SIL-32-32"
530,"RRMD0SRZS8-RO-S","M-WMA-RRMD0SRZS8-SMA-33-30"
531,"HYMDTBRZRZ-HO-33-30","M-WMA-HYMDTBRZRZ-33-30"
532,"VM0SD02585-RO-33-30","M-WMA-VM0SD02585-33-30"
533,"RRMD1PRZP1-RO-D-33-32","M-WMA-RRMD1PRZP1-DAR-33-32"
534,"10041086-AR-GAB-33-34","M-ARI-10041086-GAB-33-34"
535,"1077MWZGL-WR-33-34","M-KON-1077MWZGL-33-34"
536,"103WAC5MS-WR-33-34","M-KON-103WAC5MS-33-34"
541,"10039289-AR-BLK-30-34","M-ARI-10039289-BLA-30-34"
542,"112336764-WR-33-36","M-KON-112336764-33-36"
543,"M1P1798-RO-33X36","M-WMA-M1P1798-33-36"
544,"M1P2794-RO-DK-33-36","M-WMA-M1P2794-DK -33-36"
545,"RRMD0SRZS8-RO-D-33-36","M-WMA-RRMD0SRZS8-DAR-33-36"
546,"HYMDTBRZRZ-RO-D","M-WMA-HYMDTBRZRZ-DAR-33-38"
547,"10022605-AR-SIE-34-34","M-ARI-10022605-SIE-34-34"
548,"RRMD0SRZSR-RO-M-29-36","M-WMA-RRMD0SRZSR-MED-29-36"
549,"RRMD0SR0MG-RO-D","M-WMA-RRMD0SR0MG-DAR-30-38"
550,"RRMD0SRZS8-RO-D-30-36","M-WMA-RRMD0SRZS8-DAR-30-36"
551,"RRMD0SRZS8-RO-D-29-36","M-WMA-RRMD0SRZS8-DAR-29-36"
552,"RRMD0SRZS8-RO-D-29-38","M-WMA-RRMD0SRZS8-DAR-29-38"
553,"10026041-AR-FRE-28-34","M-ARI-10026041-FRE-28-34"
554,"M0S1794-RO-DK-","M-WMA-M0S1794-DK -29-34"
555,"RRMD1PRZP1-RO-D-29-30","M-WMA-RRMD1PRZP1-DAR-29-30"
556,"938KCL-WR-29X36","M-KON-938KCL-29-36"
558,"1002MCWTL-WR-28-36","M-KON-1002MCWTL-28-36"
560,"10032321-AR-SUM-28-32","M-ARI-10032321-SUM-28-32"
561,"RRMD0SRZS8-RO-D-28-30","M-WMA-RRMD0SRZS8-DAR-28-30"
562,"RRMD0SR0MG-RO-D-34-38","M-WMA-RRMD0SR0MG-DAR-34-38"
563,"10022676-AR-KIL-34-38","M-ARI-10022676-KIL-34-38"
564,"42MWX-WR-34X32","M-KON-42MWX-34-32"
565,"MVS9872-RO-MED-35-30","M-WMA-MVS9872-MED-35-30"
566,"RRMD1PRZP1-RO-D-35-30","M-WMA-RRMD1PRZP1-DAR-35-30"
567,"VM0SD02585-RO-M-35-32","M-WMA-VM0SD02585-MED-35-32"
568,"RRMD0SR0MG-RO-D-35-30","M-WMA-RRMD0SR0MG-DAR-35-30"
569,"VM0SD02585-RO-M-35-30","M-WMA-VM0SD02585-MED-35-30"
570,"RRMDOSRZS8-RO-D-35-30","M-WMA-RRMDOSRZS8-DAR-35-30"
571,"HYMDTBRZRZ-HO-35-30","M-WMA-HYMDTBRZRZ-35-30"
572,"RRMD0SRZS8-RO-D-35-36","M-WMA-RRMD0SRZS8-DAR-35-36"
573,"RRMD0SRZS8-RO-D-35-38","M-WMA-RRMD0SRZS8-DAR-35-38"
574,"HYMDTBRZRZ-HO-D-36-32","M-WMA-HYMDTBRZRZ-DAR-36-32"
575,"HYMDTBRZP6-HO-M-35-38","M-WMA-HYMDTBRZP6-MED-35-38"
576,"VMTBD02587-RO-D36-32","A-WMA-VMTBD02587-DAR-36-32"
577,"M1P1798-RO-DK-35-36","M-WMA-M1P1798-DK -35-36"
578,"M1P2794-RO-DK-","M-WMA-M1P2794-DK -35-36"
579,"10044368-AR-CHA-36-32","M-ARI-10044368-CHA-36-32"
580,"10037890-AR-BLK-29-34","M-ARI-10037890-BLA-29-34"
598,"54833-NAT-912M","A-GEN-54833-NAT-9.5-M"
610,"C41704-CH-SEA-1","A-GEN-C41704-SL-13-M"
620,"09-021-0-RO-PNK","W-KAR-09-021-0904-3083-PNK-5.5-NA"
621,"WXTR006-TW-BLA-5.5B","W-TWX-WXTR006-BLA-5.5-B"
622,"Z5137-CO-FUC-51","W-COR-Z5137-FUC-5.5-M"
624,"SGK54L-JU-BLK-6.5B","W-BHS-SGK54L-BLA-6.5-B"
625,"BW4HD02244-RO-D-36-34","W-WMA-BW4HD02244-DAR-36-34"
626,"JCHEER-CO-40R","W-CTU-JCHEER-40-32"
627,"RRWD4HR0VA-RO-M-36-34","W-WMA-RRWD4HR0VA-MED-36-34"
628,"WHN8192-RO-MED-36-32","W-WMA-WHN8192-MED-36-32"
629,"MJ81454082-CI-I-35/19R","W-MIN-MJ81454082-IND-35/19-R"
630,"CB19554001-CR-I","W-CRU-CB19554001-IND-34/17-R"
631,"10016220-AR-36X","M-ARI-10016220-36-38"
632,"47MAVVS-WR-36X34","M-KON-47MAVVS-36-34"
633,"M0S3473-RO-IND-28-36","M-WMA-M0S3473-IND-28-36"
634,"M0S3473-RO-IND-36-34","M-WMA-M0S3473-IND-36-34"
635,"RRMD0SRZS8-RO-D-36-34","M-WMA-RRMD0SRZS8-DAR-36-34"
636,"RRMD0SRZS8-RO-D-36-38","M-WMA-RRMD0SRZS8-DAR-36-38"
637,"HYMDTBRZRZ-HO-D","M-WMA-HYMDTBRZRZ-DAR-34-38"
640,"RRMD0SR0MG-RO-D-36-38","M-WMA-RRMD0SR0MG-DAR-36-38"
643,"RRMD0SR0MG-RO-D-35-38","M-WMA-RRMD0SR0MG-DAR-35-38"
644,"RRMD0SRPMG-RO-D-38-38","M-WMA-RRMD0SRPMG-DAR-38-38"
645,"RRMD0SRZS8-RO-D-38-30","M-WMA-RRMD0SRZS8-DAR-38-30"
647,"MVS9872-RO-DAR-34-38","M-WMA-MVS9872-DAR-34-38"
648,"VM0SD02585-RO-M-40-32","M-WMA-VM0SD02585-MED-40-32"
652,"HYMDTBRZRZ-HO-D-40-32","M-WMA-HYMDTBRZRZ-DAR-40-32"
654,"RRMD1PRZP1-RO-D-40-32","M-WMA-RRMD1PRZP1-DAR-40-32"
658,"HYMDTBRZP6-HO-4","M-WMA-HYMDTBRZP6-40-32"
666,"H22303065-RO-DA","M-WMA-H22-DAR-44-32"
667,"MTB1805-HO-MED-44-32","M-WMA-MTB1805-MED-44-32"
668,"HYMDTBRZP6-RO-M-44-32","M-WMA-HYMDTBRZP6-MED-44-32"
669,"RRMD0SRZSR-RO-M-44-32","M-WMA-RRMD0SRZSR-MED-44-32"
670,"M1P1798-RO-DK-44-32","M-WMA-M1P1798-DK -44-32"
671,"MTB3482-RO-DAR-40-30","M-WMA-MTB3482-DAR-40-30"
672,"HYMDTBR0V8-HO-D-40-30","M-WMA-HYMDTBR0V8-DAR-40-30"
673,"VM0SD02585-RO-M-40-30","M-WMA-VM0SD02585-MED-40-30"
674,"RRMD0SR0MG-RO-D-40-32","M-WMA-RRMD0SR0MG-DAR-40-32"
675,"1042MWXMD-WR-40-32","M-KON-1042MWXMD-40-32"
676,"M0S8295-RO-DK-","M-WMA-M0S8295-DK -42-36"
677,"RRMD1PRZP1-RO-D-42-34","M-WMA-RRMD1PRZP1-DAR-42-34"
678,"T22301452-HO-DA-42-34","M-WMA-T22-DAR-42-34"
680,"M0S1794-DK-DK-","M-GEN-M0S1794-DK -40-34"
681,"100936BKW-WR-BR-38-32","M-KON-100936BKW-BRO-38-32"
682,"936CHG-WR-GRY-38-32","M-KON-936CHG-GRA-38-32"
683,"JBREAC-CO-33XLO","W-CTU-JBREAC-33-XL"
684,"HYM1RRZRV-HO-38","M-WMA-HYM1RRZRV-38-34"
685,"HYMD1RRZRV-HO-M-38-34","M-WMA-HYMD1RRZRV-MED-38-34"
686,"VM0SD02585-RO-M-38-34","M-WMA-VM0SD02585-MED-38-34"
687,"HYMDTBR0V8-RO-D-38-36","M-WMA-HYMDTBR0V8-DAR-38-36"
688,"HYMDTBR0KY-RO-D-38-36","M-WMA-HYMDTBR0KY-DAR-38-36"
689,"MTB1805-RO-MED-38-38","M-WMA-MTB1805-MED-38-38"
690,"HMTBD02564-HO-M-36-38","M-HBR-HMTBD02564-MED-36-38"
691,"VM0SD02585-RO-M-38-36","M-WMA-VM0SD02585-MED-38-36"
692,"HMTBD02564-HO-M-42-32","M-WMA-HMTBD02564-MED-42-32"
693,"M1P1298-RO-DK-42-32","M-WMA-M1P1298-DK -42-32"
694,"10036734-AR-FIE-32-36","M-ARI-10036734-FIE-32-36"
695,"47MAVVS-WR-40X34","M-KON-47MAVVS-40-34"
696,"42MWX-WR-42X34","M-KON-42MWX-42-34"
697,"103W050AI-WR-48-34","M-KON-103W050AI-48-34"
698,"77MWZWO-WR-42X32","M-KON-77MWZWO-42-32"
699,"1001MCWTD-WR-38-32","M-KON-1001MCWTD-38-32"
700,"1042MWXMD-WR-46-32","M-KON-1042MWXMD-46-32"
701,"M1P2794-RO-DK-42-32","M-WMA-M1P2794-DK -42-32"
702,"M0S1794-RO-DK-42-32","M-WMA-M0S1794-DK -42-32"
